0.386,0.475,0.297,0.370,0.455,0.549,0.322,0.520,0.706,0.597,0.827,0.587,-0.029,0.490,1.000,0.302,0.597,0.480,0.421,0.063,0.481,0.187,0.397,0.397,0.310,0.096,0.063,0.177,0.827,0.502,0.597,1.000,0.419,0.873,0.555,0.827,0.421
0.648,0.719,0.222,0.363,0.735,0.753,0.428,0.621,0.368,0.683,0.528,0.638,0.029,0.560,0.302,1.000,0.683,0.766,0.687,0.466,0.729,0.611,0.707,0.707,0.161,-0.035,0.466,0.003,0.528,-0.036,0.683,0.302,0.748,0.488,0.678,0.528,0.687
0.669,0.885,0.652,0.531,0.864,0.735,0.346,0.751,0.596,1.000,0.736,0.568,0.317,0.737,0.597,0.683,1.000,0.823,0.558,0.630,0.932,0.636,0.693,0.693,0.355,0.323,0.630,-0.231,0.736,0.133,1.000,0.597,0.862,0.716,0.994,0.736,0.558
0.705,0.803,0.593,0.648,0.905,0.676,0.540,0.637,0.484,0.823,0.603,0.605,0.494,0.615,0.480,0.766,0.823,1.000,0.749,0.673,0.861,0.733,0.874,0.874,0.192,0.440,0.673,-0.284,0.603,0.047,0.823,0.480,0.898,0.580,0.804,0.603,0.749
0.261,0.531,0.253,0.506,0.684,0.635,0.385,0.477,0.370,0.558,0.356,0.665,0.168,0.224,0.421,0.687,0.558,0.749,1.000,0.320,0.494,0.341,0.562,0.562,0.160,0.021,0.320,0.032,0.356,0.148,0.558,0.421,0.653,0.373,0.498,0.356,1.000
0.622,0.527,0.736,0.454,0.715,0.330,0.238,0.477,0.145,0.630,0.285,0.147,0.531,0.446,0.063,0.466,0.630,0.673,0.320,1.000,0.657,0.867,0.635,0.635,0.127,0.610,1.000,-0.726,0.285,-0.211,0.630,0.063,0.722,0.245,0.637,0.285,0.320
0.770,0.942,0.645,0.402,0.912,0.645,0.310,0.792,0.644,0.932,0.762,0.471,0.421,0.855,0.481,0.729,0.932,0.861,0.494,0.657,1.000,0.773,0.784,0.784,0.429,0.426,0.657,-0.200,0.762,0.177,0.932,0.481,0.922,0.712,0.948,0.762,0.494
0.706,0.668,0.706,0.222,0.805,0.356,0.227,0.650,0.409,0.636,0.540,0.151,0.536,0.702,0.187,0.611,0.636,0.733,0.341,0.867,0.773,1.000,0.754,0.754,0.289,0.571,0.867,-0.469,0.540,-0.074,0.636,0.187,0.819,0.490,0.658,0.540,0.341
0.690,0.654,0.606,0.394,0.878,0.455,0.695,0.651,0.520,0.693,0.637,0.329,0.434,0.710,0.397,0.707,0.693,0.874,0.562,0.635,0.784,0.754,1.000,1.000,0.226,0.448,0.635,-0.313,0.637,0.046,0.693,0.397,0.877,0.583,0.704,0.637,0.562
0.690,0.654,0.606,0.394,0.878,0.455,0.695,0.651,0.520,0.693,0.637,0.329,0.434,0.710,0.397,0.707,0.693,0.874,0.562,0.635,0.784,0.754,1.000,1.000,0.226,0.448,0.635,-0.313,0.637,0.046,0.693,0.397,0.877,0.583,0.704,0.637,0.562
0.347,0.536,0.398,-0.145,0.411,0.255,-0.023,0.789,0.761,0.355,0.535,0.176,0.087,0.510,0.310,0.161,0.355,0.192,0.160,0.127,0.429,0.289,0.226,0.226,1.000,0.096,0.127,0.287,0.535,0.814,0.355,0.310,0.404,0.522,0.377,0.535,0.160
0.312,0.274,0.715,0.263,0.503,-0.229,0.125,0.214,0.228,0.323,0.208,-0.196,0.708,0.463,0.096,-0.035,0.323,0.440,0.021,0.610,0.426,0.571,0.448,0.448,0.096,1.000,0.610,-0.715,0.208,0.021,0.323,0.096,0.509,0.159,0.328,0.208,0.021
0.622,0.527,0.736,0.454,0.715,0.330,0.238,0.477,0.145,0.630,0.285,0.147,0.531,0.446,0.063,0.466,0.630,0.673,0.320,1.000,0.657,0.867,0.635,0.635,0.127,0.610,1.000,-0.726,0.285,-0.211,0.630,0.063,0.722,0.245,0.637,0.285,0.320
-0.204,0.004,-0.565,-0.374,-0.321,0.180,-0.132,0.042,0.269,-0.231,0.127,0.212,-0.535,-0.136,0.177,0.003,-0.231,-0.284,0.032,-0.726,-0.200,-0.469,-0.313,-0.313,0.287,-0.715,-0.726,1.000,0.127,0.454,-0.231,0.177,-0.333,0.180,-0.229,0.127,0.032
0.578,0.746,0.474,0.121,0.699,0.540,0.350,0.773,0.861,0.736,1.000,0.418,0.078,0.846,0.827,0.528,0.736,0.603,0.356,0.285,0.762,0.540,0.637,0.637,0.535,0.208,0.285,0.127,1.000,0.484,0.736,0.827,0.691,0.989,0.738,1.000,0.356
0.159,0.277,0.141,-0.101,0.171,0.148,-0.021,0.510,0.706,0.133,0.484,0.260,-0.091,0.307,0.502,-0.036,0.133,0.047,0.148,-0.211,0.177,-0.074,0.046,0.046,0.814,0.021,-0.211,0.454,0.484,1.000,0.133,0.502,0.147,0.492,0.120,0.484,0.148
0.669,0.885,0.652,0.531,0.864,0.735,0.346,0.751,0.596,1.000,0.736,0.568,0.317,0.737,0.597,0.683,1.000,0.823,0.558,0.630,0.932,0.636,0.693,0.693,0.355,0.323,0.630,-0.231,0.736,0.133,1.000,0.597,0.862,0.716,0.994,0.736,0.558
0.386,0.475,0.297,0.370,0.455,0.549,0.322,0.520,0.706,0.597,0.827,0.587,-0.029,0.490,1.000,0.302,0.597,0.480,0.421,0.063,0.481,0.187,0.397,0.397,0.310,0.096,0.063,0.177,0.827,0.502,0.597,1.000,0.419,0.873,0.555,0.827,0.421
0.653,0.851,0.698,0.376,0.997,0.531,0.427,0.795,0.629,0.862,0.691,0.395,0.447,0.809,0.419,0.748,0.862,0.898,0.653,0.722,0.922,0.819,0.877,0.877,0.404,0.509,0.722,-0.333,0.691,0.147,0.862,0.419,1.000,0.636,0.863,0.691,0.653
0.531,0.718,0.444,0.152,0.652,0.564,0.353,0.747,0.857,0.716,0.989,0.450,0.033,0.772,0.873,0.488,0.716,0.580,0.373,0.245,0.712,0.490,0.583,0.583,0.522,0.159,0.245,0.180,0.989,0.492,0.716,0.873,0.636,1.000,0.710,0.989,0.373
0.698,0.895,0.652,0.487,0.861,0.711,0.332,0.767,0.600,0.994,0.738,0.522,0.326,0.770,0.555,0.678,0.994,0.804,0.498,0.637,0.948,0.658,0.704,0.704,0.377,0.328,0.637,-0.229,0.738,0.120,0.994,0.555,0.863,0.710,1.000,0.738,0.498
0.578,0.746,0.474,0.121,0.699,0.540,0.350,0.773,0.861,0.736,1.000,0.418,0.078,0.846,0.827,0.528,0.736,0.603,0.356,0.285,0.762,0.540,0.637,0.637,0.535,0.208,0.285,0.127,1.000,0.484,0.736,0.827,0.691,0.989,0.738,1.000,0.356
0.261,0.531,0.253,0.506,0.684,0.635,0.385,0.477,0.370,0.558,0.356,0.665,0.168,0.224,0.421,0.687,0.558,0.749,1.000,0.320,0.494,0.341,0.562,0.562,0.160,0.021,0.320,0.032,0.356,0.148,0.558,0.421,0.653,0.373,0.498,0.356,1.000
